True	synonym
company	unaccompanied
comparable	dislike
comparable	incomparable
comparable	less
comparable	unlike
comparably	incomparably
comparative	absolute
compartmentalization	declassification
compatible	abide
compatible	affirm
compatible	antagonistic
compatible	back
compatible	bear
compatible	brook
compatible	coherent
compatible	confirm
compatible	conflict
compatible	consistent
compatible	contradictory
compatible	contrastive
compatible	contravene
compatible	corroborate
compatible	defend
compatible	digest
compatible	discrepant
compatible	endorse
compatible	endure
compatible	hold
compatible	inappropriate
compatible	incompatible
compatible	inconsistent
compatible	infringe
compatible	irreconcilable
compatible	reproducible
compatible	self-contradictory
compatible	stand
compatible	stomach
compatible	subscribe
compatible	substantiate
compatible	suffer
compatible	support
compatible	tolerate
compatible	uncongenial
compatible	underpin
compatible	uniform
compatible	unsuited
compatible	unsupported
compel	right
compendious	loose
compensable	freelance
compensate	abnormal
compensate	accurate
compensate	alright
compensate	amiss
compensate	anomalous
compensate	awful
compensate	bad
compensate	badly
compensate	bizarre
compensate	bogus
compensate	bullshit
compensate	correct
compensate	counter-productive
compensate	counterfeit
compensate	crazy
compensate	difficult
compensate	disgraceful
compensate	erroneous
compensate	evil
compensate	extraordinary
compensate	fair
compensate	fake
compensate	false
compensate	faulty
compensate	fine
compensate	fraudulent
compensate	happy
compensate	hard
compensate	hard-pressed
compensate	hasty
compensate	horrible
compensate	huh
compensate	hurt
compensate	hurtful
compensate	ill
compensate	impermissible
compensate	improper
compensate	inadequate
compensate	inadmissible
compensate	inappropriate
compensate	ineligible
compensate	inexact
compensate	insane
compensate	intolerable
compensate	invalid
compensate	irrelevant
compensate	left
compensate	lousy
compensate	mal
compensate	miserable
compensate	misguided
compensate	mistaken
compensate	nasty
compensate	naughty
compensate	normal
compensate	now
compensate	objectionable
compensate	okay
compensate	painful
compensate	phony
compensate	pretty
compensate	questionable
compensate	reprehensible
compensate	right
compensate	rotten
compensate	rough
compensate	shitty
compensate	sick
compensate	sinful
compensate	somewhat
compensate	terrible
compensate	true
compensate	ugly
compensate	unclear
compensate	uncomfortable
compensate	unconscionable
compensate	unfair
compensate	unhealthy
compensate	unjust
compensate	unjustified
compensate	unkind
compensate	unnatural
compensate	unreal
compensate	unreasonable
compensate	unreliable
compensate	unsuccessful
compensate	untenable
compensate	unthinkable
compensate	untrue
compensate	unusual
compensate	unwarranted
compensate	unwell
compensate	upset
compensate	weird
compensate	well
compensate	wrong
compensate	wrongful
compensatory	mandate
compensatory	mandatory
compensatory	obligatory
competence	incompetence
competency	incompetence
competently	incompetently
competition	cooperation
competitive	noncompetitive
competitive	uncompetitive
competitor	cooperation
compile	unfurl
complain	cheer
complainant	defendant
complaint	adequately
complaint	clean
complaint	easily
complaint	exactly
complaint	readily
complaint	right
complaint	sick
complaint	well
complete	anymore
complete	bare
complete	deficient
complete	disconnected
complete	dysfunctional
complete	flawed
complete	fond
complete	fragment
complete	fragmental
complete	fragmentary
complete	fully fledged
complete	fully qualified
complete	imperfect
complete	inadequate
complete	incomplete
complete	inferior
complete	insufficient
complete	less
complete	now
complete	overtone
complete	partial
complete	poor
complete	short
complete	sketchy
complete	split
complete	start
complete	substandard
complete	uncompleted
complete	unequal
completely	addition
completely	aggregate
completely	aii
completely	amply
completely	combination
completely	des
completely	everybody
completely	full
completely	fully
completely	hing
completely	huh
completely	l
completely	most
completely	nah
completely	ne
completely	near
completely	nearly
completely	nigh
completely	non
completely	package
completely	partly
completely	plus
completely	set
completely	tara
completely	well-nigh
completely	whole
completeness	incompleteness
completion	opening
complex	bare
complex	childlike
complex	comfortable
complex	dim-witted
complex	easily
complex	easy
complex	easygoing
complex	elementary
complex	gentle
complex	leisurely
complex	light
complex	loose
complex	mere
complex	promiscuous
complex	prosperous
complex	simple-minded
complex	simpleton
complex	slow
complex	slowly
complex	soft
complex	tardily
complex	uncomplicated
complex	unproblematic
complex	wanton
complex	well-heeled
complex	well-off
complex	well-to-do
complex	wide-eyed
complexity	simplicity
compliance	apply
compliance	employ
compliance	enforce
compliance	give
compliance	hold
compliance	implement
compliance	practice
compliance	use
compliance	utilise
compliance	utilize
compliancy	apply
compliancy	noncompliance
compliant	defiant
complicate	easy
complicate	simplify
complicated	comfortable
complicated	easily
complicated	gentle
complicated	leisurely
complicated	light
complicated	loose
complicated	prosperous
complicated	slow
complicated	slowly
complicated	soft
complicated	wanton
complicated	well-heeled
complicated	well-off
complicated	well-to-do
complimentary	available
complimentary	confine
complimentary	uncomplimentary
comply	precede
component	framework
component	include
component	no
comport	bull
comportment	absence
compose	unwritten
composite	easy
composite	simple
composure	agitation
compound	simple
comprehend	uncover
comprehensible	incomprehensible
comprehension	exclusion
comprehension	incomprehension
comprehensive	fond
comprehensive	incomplete
comprehensive	overtone
comprehensive	partial
comprehensiveness	emptiness
compressed	disparage
compressed	easy
compressible	incompressible
comprise	article
comprise	decision
comprise	insert
comprise	l
comprise	less
comprise	lf
comprise	none
comprise	representation
compromise	uncompromising
compulsive	identify
compulsive	indefinite
compulsive	indeterminate
compulsive	permanent
compulsive	uncertain
compulsive	unclear
compulsive	undetermined
compulsive	unknown
compulsive	unlimited
compulsive	unspecified
compulsorily	optionally
compulsory	compensatory
compulsory	non-binding
compulsory	non-mandatory
compulsory	optional
compulsory	unnecessary
compulsory	valid
compulsory	volunteer
computable	contemptible
compute	ground
comrade	sister
con	pro
concave	convex
conceal	reveal
conceal	show
concealment	uncover
concede	stand
conceit	humility
conceited	appropriate
conceited	necessary
conceited	useful
conceited	valid
conceivable	difficult to understand
conceivable	impossible
conceivable	inconceivable
conceivable	insufferable
conceivable	unacceptable
conceive	disbelieve
conceive	say
concentrate	blur
concentration	distribution
concentric	eccentric
concept	misconception
conception	misconception
concern	alia
concern	bad
concern	especially
concern	fearlessness
concern	unconcern
concern	wessex
concerned	especially
concerned	unconcerned
concerned	uninterested
concerted	uncooperative
conciliate	unsettled
conciliatory	uncompromising
concisely	long
concisely	well
conclude	far
conclude	opening
conclusion	beginning
conclusion	far
conclusion	period
conclusively	inconclusively
concomitant	basic
concord	disagreement
concordance	dissonance
concordant	vowel
concordat	loose
concrete	abstract
concretely	abstractly
concreteness	abstractness
concretion	decompression
concur	disagree
concur	name
condemnable	acceptable
condemnable	right
condensation	decompression
condescend	boycott
condition	indeterminate
condition	indiscipline
condition	law
condition	uncertain
condition	unclassified
condition	undetermined
condition	unidentified
condition	unknown
condition	unqualified
condition	unspecified
conditional	unconditional
conditionally	unconditionally
condom	bad
condom	confused
condom	creepy
condom	danger
condom	dangerous
condom	dicey
condom	doubtful
condom	hairy
condom	hazardous
condom	insecure
condom	life-threatening
condom	nasty
condom	perilous
condom	prejudicial
condom	questionable
condom	reckless
condom	sure
condom	uncertain
condom	unclear
condom	unlikely
condom	unsafe
conduce	deficit
conducive	distributary
conduct	deficit
conduct	ter
conductor	insulator
confab	jawless
confection	sour
confide	distrust
confidence	diffidence
confident	diffident
confident	negative
configuration	none
confine	alia
confine	boundless
confine	free
confine	infinite
confine	less
confine	limited
confine	limitless
confine	more
confine	name
confine	permissible
confine	sufficient
confine	unlimited
confine	well
confirm	compatible
confirm	incompatible
confirm	inconsistent
confirm	negate
confiscate	claim
conflate	defuse
conflict	compatible
conflict	sameness
confluent	distributary
conform	deviate
conformable	vowel
conformance	nonconformity
conformation	apply
conformation	nonconformity
conformism	nonconformism
conformity	apply
confound	clearheaded
confound	easy
confound	safe
confound	sure
confront	avoid
confront	disability
confuse	easy
confuse	focus
confuse	safe
confuse	sure
confused	certain
confused	certainly
confused	condom
confused	dependable
confused	gonna
confused	good
confused	indisputable
confused	reasonable
confused	right
confused	rubber
confused	safe
confused	safety
confused	secure
confused	sure
confused	surprising
congeal	off
congeal	rise
congener	absolute
congenial	uncongenial
congest	unclog
conglomerate	spread
congratulate	humility
congregation	unfold
congruent	incongruent
congruent	incongruous
congruous	incongruous
conjectural	shall
conjecture	shall
conjoin	unmarried
conjunct	disjunct
conjunct	uncooperative
conjunction	nonalignment
conjunctive	disjunctive
conjunctive	uncooperative
conjure	lower
conk	delete
conk	failing
conk	no
connate	adnate
connect	alia
connect	disconnect
connect	divide
connectedness	disconnectedness
connection	disassociation
connective	disjunctive
connexion	disassociation
conniption	unfit
conquer	awkward
conquer	bad
conquer	extraneous
conquer	flawed
conquer	fruitless
conquer	futile
conquer	helpless
conquer	hopeless
conquer	improper
conquer	inadequate
conquer	inappropriate
conquer	inconvenient
conquer	incorrect
conquer	insensitive
conquer	irrelevant
conquer	meaningless
conquer	misguided
conquer	moot
conquer	needless
conquer	pointless
conquer	premature
conquer	redundant
conquer	rude
conquer	sick
conquer	suitable
conquer	superfluous
conquer	unable
conquer	undesirable
conquer	unfortunate
conquer	unhelpful
conquer	uninhibited
conquer	unnecessary
conquer	unreasonable
conquer	unsatisfactory
conquer	unsuitable
conquer	unwarranted
conquer	unwell
conquer	unwise
conquer	useless
conquer	vain
conquer	worthless
conquer	wrong
consanguinity	affinity
conscienceless	eligible
conscienceless	permissible
conscienceless	reasonable
conscienceless	right
conscious	unconscious
consciousness	unconsciousness
conscript	volunteer
consecrate	desecrate
consecrate	disorder
consecrate	no
consecrated	desecrate
consecutive	crooked
consecutive	gay
consecutive	well
consent	denial
consent	refusal
consent	refuse
consequence	long
consequent	basic
consequent	significant
consequential	uneventful
consequently	no
conservative	sure
conserve	no
conserve	waste
conserve	wife
consider	applicable
consider	available
consider	c
consider	give
consider	important
consider	more
consider	necessary
consider	relevant
consider	say
consider	ter
consider	useful
considerable	inconsiderable
considerable	insignificant
considerable	less
considerable	peanut
considerable	relatively minor
considerable	undistinguished
considerable	unimportant
considerably	amiss
considerably	anymore
considerably	awry
considerably	bad
considerably	barely
considerably	bitterly
considerably	carelessly
considerably	correctly
considerably	down
considerably	easy
considerably	erroneously
considerably	even
considerably	farther
considerably	few
considerably	good
considerably	hard
considerably	hardly
considerably	hopefully
considerably	ill
considerably	illegally
considerably	imperfectly
considerably	improperly
considerably	inadequately
considerably	inappropriately
considerably	incompletely
considerably	incorrectly
considerably	ineffectively
considerably	inefficiently
considerably	infrequently
considerably	insufficiently
considerably	less
considerably	lightly
considerably	limited
considerably	longer
considerably	loosely
considerably	low
considerably	mal
considerably	minimal
considerably	minimally
considerably	mistakenly
considerably	modestly
considerably	more
considerably	negatively
considerably	personally
considerably	plus
considerably	poor
considerably	poorly
considerably	properly
considerably	quietly
considerably	right
considerably	rightly
considerably	scarce
considerably	scarcely
considerably	seldom
considerably	sergeant
considerably	shit
considerably	short
considerably	shortly
considerably	sick
considerably	somewhat
considerably	soon
considerably	sorry
considerably	sparse
considerably	sparsely
considerably	straight
considerably	uncommon
considerably	unevenly
considerably	unfairly
considerably	unimportant
considerably	unlikely
considerably	weakly
considerably	worst
considerably	wrong
considerably	wrongfully
considerably	wrongly
considerate	inconsiderate
consist	sit
consistence	inconsistency
consistency	inconsistency
consistent	compatible
consistent	fully compatible
consistent	inconsistent
consistent	multiform
consistent	mutually exclusive
consistent	surprising
consistent	unable to return
consistently	constantly
consistently	even
consistently	forever
consistently	hitherto
consistently	incessantly
consistently	inconsistently
consistently	invariably
consistently	nonetheless
consistently	notwithstanding
consistently	perpetually
consistently	withal
consolation	discomfort
console	discomfort
consolidation	segregation
conson	vocal
consonant	vocal
consort	disagree
conspicuous	inconspicuous
conspicuously	inconspicuously
constabulary	qualify
constancy	instability
constant	alter
constant	change
constant	commute
constant	convert
constant	deepen
constant	interchange
constant	modify
constant	shift
constant	transfer
constant	variable
constant	vary
constantly	consistently
constantly	forever
constantly	invariably
constantly	more
constantly	necessarily
constantly	surprisingly
constituent	framework
constituent	include
constituent	inorganic
constituent	no
constitute	article
constitute	d
constitute	decision
constitute	hold
constitute	insert
constitute	l
constitute	less
constitute	lf
constitute	limited
constitute	management
constitute	none
constitute	representation
constitutional	inorganic
constitutionally	unconstitutionally
constitutive	inorganic
constriction	looseness
construct	destruct
construct	misconception
constructive	destructive
